row,col,lat,lon,fire_count,ndvi,r_f,r_p,risk,lambda_drones,lambda_rangers,lambda_sensors,c_drones,c_rangers,c_sensors,coverage,protection,protection_uniform,in_pan
5,56,-19.2523,17.1417,0,1.0,0.274399,0.050028,0.117165,0.8861,0.3775,0.2689,0.04,0.4,0.0,0.186433,0.796318,0.485968,False
6,0,-19.2072,14.4738,0,1.0,0.667759,0.000235,0.012523,0.9544,0.2389,0.1792,0.04,0.0,0.0,0.038174,0.95256,0.988043,False
6,1,-19.2072,14.5215,0,1.0,0.667759,0.00042,0.016754,0.9543,0.2392,0.1793,0.04,0.0,0.1,0.056104,0.964871,0.963526,False
6,2,-19.2072,14.5691,1.1,1.0,0.676817,0.000752,0.022558,0.9541,0.2396,0.1796,0.08,0.0,0.0,0.076329,0.966078,0.914768,False
6,3,-19.2072,14.6167,4.48,1.0,0.701798,0.001343,0.030702,0.9538,0.2403,0.1801,0.08,0.0,0.0,0.076307,0.916707,0.836844,False
6,4,-19.2072,14.6644,1.83,1.0,0.68256,0.002395,0.040429,0.9533,0.2418,0.181,0.08,0.0,0.0,0.076264,0.848382,0.749093,False
6,5,-19.2072,14.712,4.61,1.0,0.702682,0.004253,0.054667,0.9524,0.244,0.1825,0.08,0.0,0.0,0.076195,0.751872,0.642773,False
6,6,-19.2072,14.7597,2.49,1.0,0.68758,0.007498,0.071801,0.9508,0.2483,0.1853,0.08,0.0,0.1,0.094592,0.732174,0.547781,False
6,7,-19.2072,14.8073,5.38,1.0,0.707812,0.013023,0.09601,0.9482,0.2549,0.1896,0.04,0.4,0.0,0.139895,0.767085,0.453775,False
6,8,-19.2072,14.8549,1.63,1.0,0.681007,0.021926,0.122195,0.9433,0.2668,0.1973,0.04,0.4,0.0,0.144448,0.69337,0.388026,False
6,9,-19.2072,14.9026,0,1.0,0.667759,0.03461,0.152024,0.9363,0.2832,0.2079,0.0,0.4,0.0,0.113263,0.525281,0.337895,False
6,10,-19.2072,14.9502,0,1.0,0.667759,0.048763,0.180449,0.9284,0.3002,0.2189,0.0,0.4,0.0,0.120064,0.485912,0.304241,False
6,11,-19.2072,14.9979,7.34,1.0,0.720104,0.062688,0.212467,0.9231,0.311,0.226,0.0,0.0,0.3,0.067795,0.273187,0.271249,False
6,12,-19.2072,15.0455,2.78,1.0,0.6775,0.126997,0.293327,0.8841,0.3807,0.271,0.0,0.0,0.2,0.054202,0.168716,0.234772,False
6,13,-19.2072,15.0931,0,1.0,0.642311,0.218905,0.374973,0.8248,0.4633,0.3241,0.0,0.0,0.1,0.032408,0.082797,0.216801,False
6,14,-19.2072,15.1408,0.99,1.0,0.638598,0.285193,0.42676,0.7867,0.507,0.3521,0.0,0.0,0.0,0.0,0.0,0.206107,False
6,15,-19.2072,15.1884,4.06,1.0,0.651497,0.316269,0.453926,0.7735,0.521,0.3609,0.0,0.0,0.0,0.0,0.0,0.198899,False
6,16,-19.2072,15.2361,4.86,1.0,0.646446,0.535522,0.588376,0.6751,0.6088,0.4166,0.0,0.0,0.0,0.0,0.0,0.176287,False
6,17,-19.2072,15.2837,0,1.0,0.595612,0.743877,0.665629,0.5917,0.6669,0.453,0.0,0.0,0.0,0.0,0.0,0.168351,False
6,18,-19.2072,15.3314,0,1.0,0.584926,0.81884,0.69207,0.5688,0.6807,0.4616,0.0,0.0,0.0,0.0,0.0,0.164891,False
6,19,-19.2072,15.379,0,1.0,0.574596,0.834548,0.69248,0.5616,0.6849,0.4642,0.0,0.0,0.0,0.0,0.0,0.165535,False
6,20,-19.2072,15.4266,0,1.0,0.564604,0.902044,0.713651,0.5431,0.6954,0.4706,0.0,0.0,0.0,0.0,0.0,0.162791,False
6,21,-19.2072,15.4743,2.01,1.0,0.5731,0.941321,0.734487,0.5378,0.6982,0.4724,0.0,0.0,0.0,0.0,0.0,0.159029,False
6,22,-19.2072,15.5219,3.96,1.0,0.580172,0.945613,0.740688,0.5393,0.6974,0.4719,0.0,0.0,0.0,0.0,0.0,0.15768,False
6,23,-19.2072,15.5696,2.8,1.0,0.561614,0.923469,0.720162,0.5376,0.6983,0.4725,0.0,0.0,0.0,0.0,0.0,0.16194,False
6,24,-19.2072,15.6172,5.33,1.0,0.573461,0.916082,0.724802,0.5431,0.6953,0.4706,0.0,0.0,0.0,0.0,0.0,0.160497,False
6,25,-19.2072,15.6648,11.84,1.0,0.614655,0.94473,0.762026,0.5506,0.6912,0.4681,0.0,0.0,0.0,0.0,0.0,0.152639,False
6,26,-19.2072,15.7125,2.55,1.0,0.543367,0.950244,0.718562,0.5261,0.7045,0.4763,0.0,0.0,0.0,0.0,0.0,0.163288,False
6,27,-19.2072,15.7601,7.98,1.0,0.582705,0.929127,0.735804,0.5435,0.6951,0.4705,0.0,0.0,0.0,0.0,0.0,0.158266,False
6,28,-19.2072,15.8078,1.0,1.0,0.523149,0.910633,0.690215,0.527,0.7041,0.476,0.0,0.0,0.0,0.0,0.0,0.169314,False
6,29,-19.2072,15.8554,3.56,1.0,0.542356,0.942268,0.714874,0.5273,0.7039,0.4759,0.0,0.0,0.0,0.0,0.0,0.16395,False
6,30,-19.2072,15.903,5.09,1.0,0.551641,0.949843,0.723859,0.529,0.703,0.4754,0.0,0.0,0.0,0.0,0.0,0.161946,False
6,31,-19.2072,15.9507,0.67,1.0,0.510625,0.942038,0.693562,0.5163,0.7096,0.4795,0.0,0.0,0.0,0.0,0.0,0.169508,False
6,32,-19.2072,15.9983,0,1.0,0.501203,0.925632,0.681123,0.5161,0.7097,0.4795,0.0,0.0,0.0,0.0,0.0,0.172337,False
6,33,-19.2072,16.046,0.59,1.0,0.503678,0.90714,0.675949,0.5207,0.7074,0.4781,0.0,0.0,0.0,0.0,0.0,0.173128,False
6,34,-19.2072,16.0936,5.06,1.0,0.539099,0.861163,0.68136,0.5431,0.6953,0.4706,0.0,0.0,0.0,0.0,0.0,0.169808,False
6,35,-19.2072,16.1412,0.19,1.0,0.493807,0.826181,0.638729,0.5344,0.7001,0.4736,0.0,0.0,0.0,0.0,0.0,0.180927,False
6,36,-19.2072,16.1889,2.19,1.0,0.50904,0.764691,0.623906,0.555,0.6887,0.4665,0.0,0.0,0.0,0.0,0.0,0.182677,False
6,37,-19.2072,16.2365,6.42,1.0,0.540661,0.685103,0.608612,0.5887,0.6687,0.4541,0.0,0.0,0.0,0.0,0.0,0.182944,False
6,38,-19.2072,16.2842,4.43,1.0,0.506179,0.642222,0.570157,0.5885,0.6689,0.4542,0.0,0.0,0.0,0.0,0.0,0.194036,False
6,39,-19.2072,16.3318,2.11,1.0,0.463403,0.591167,0.523401,0.5874,0.6695,0.4546,0.0,0.0,0.1,0.045464,0.083197,0.209567,False
6,40,-19.2072,16.3794,2.74,1.0,0.447786,0.469639,0.458582,0.6272,0.6437,0.4385,0.0,0.0,0.2,0.0877,0.174067,0.229068,False
6,41,-19.2072,16.4271,6.96,1.0,0.462062,0.352717,0.403704,0.6914,0.596,0.4085,0.0,0.0,0.2,0.0817,0.183212,0.242583,False
6,42,-19.2072,16.4747,5.71,1.0,0.434521,0.244536,0.325969,0.7485,0.5458,0.3767,0.0,0.4,0.0,0.218316,0.48816,0.274286,False
6,43,-19.2072,16.5224,4.47,1.0,0.408244,0.184479,0.274431,0.7849,0.509,0.3533,0.0,0.4,0.0,0.2036,0.523791,0.302346,False
6,44,-19.2072,16.57,11.1,1.0,0.440396,0.149649,0.256719,0.8252,0.4628,0.3238,0.0,0.4,0.0,0.185119,0.51378,0.299983,False
6,45,-19.2072,16.6176,6.5,1.0,0.393784,0.147586,0.241075,0.8123,0.4783,0.3337,0.0,0.4,0.0,0.191335,0.54782,0.322905,False
6,46,-19.2072,16.6653,2.61,1.0,0.350905,0.156894,0.234638,0.7866,0.5072,0.3522,0.0,0.4,0.0,0.202894,0.578827,0.3429,False
6,47,-19.2072,16.7129,6.14,1.0,0.365031,0.158096,0.240229,0.7914,0.502,0.3488,0.0,0.4,0.0,0.200781,0.566468,0.334166,False
6,48,-19.2072,16.7606,4.92,1.0,0.34446,0.153517,0.229958,0.7871,0.5067,0.3518,0.0,0.4,0.0,0.202679,0.585788,0.348255,False
6,49,-19.2072,16.8082,18.74,1.0,0.419424,0.15162,0.252177,0.8172,0.4726,0.33,0.0,0.4,0.0,0.189024,0.52743,0.308695,False
6,50,-19.2072,16.8558,11.11,1.0,0.363996,0.14869,0.232643,0.8001,0.4923,0.3427,0.0,0.4,0.0,0.196927,0.571078,0.338671,False
6,51,-19.2072,16.9035,0,1.0,0.282974,0.150066,0.20607,0.7588,0.5358,0.3704,0.0,0.4,0.0,0.214325,0.646567,0.393266,False
6,52,-19.2072,16.9511,6.75,1.0,0.331682,0.143079,0.217846,0.792,0.5013,0.3484,0.0,0.4,0.0,0.200517,0.601661,0.361115,False
6,53,-19.2072,16.9988,14.87,1.0,0.38217,0.130201,0.223067,0.8249,0.4632,0.324,0.0,0.4,0.0,0.185281,0.564216,0.336842,False
6,54,-19.2072,17.0464,8.74,1.0,0.344804,0.117977,0.20169,0.8243,0.4639,0.3245,0.0,0.4,0.0,0.18555,0.601472,0.365427,False
6,55,-19.2072,17.0941,10.18,1.0,0.353982,0.10115,0.189223,0.8457,0.4365,0.3069,0.0,0.4,0.0,0.17461,0.602585,0.369914,False
6,56,-19.2072,17.1417,0,1.0,0.282974,0.082257,0.152567,0.8438,0.439,0.3085,0.0,0.4,0.0,0.175619,0.683708,0.437575,False
7,0,-19.1622,14.4738,0,1.0,0.666097,0.000246,0.012801,0.9544,0.239,0.1792,0.04,0.0,0.0,0.038174,0.94932,0.986842,False
7,1,-19.1622,14.5215,0,1.0,0.666097,0.000442,0.017161,0.9543,0.2392,0.1794,0.04,0.0,0.1,0.056106,0.961972,0.96056,False
7,2,-19.1622,14.5691,0.95,1.0,0.673969,0.000795,0.023146,0.9541,0.2397,0.1797,0.08,0.0,0.0,0.076327,0.963031,0.909308,False
7,3,-19.1622,14.6167,2.9,1.0,0.689018,0.00143,0.031385,0.9538,0.2405,0.1802,0.08,0.0,0.0,0.076303,0.912066,0.830406,False
7,4,-19.1622,14.6644,1.45,1.0,0.677965,0.002572,0.041757,0.9532,0.242,0.1812,0.08,0.0,0.0,0.076256,0.838974,0.738073,False
7,5,-19.1622,14.712,1.35,1.0,0.677174,0.004626,0.055972,0.9522,0.2447,0.1829,0.08,0.0,0.0,0.076174,0.743576,0.634838,False
7,6,-19.1622,14.7597,0,1.0,0.666097,0.008313,0.074412,0.9502,0.2497,0.1862,0.08,0.0,0.1,0.094639,0.71968,0.536434,False
7,7,-19.1622,14.8073,9.27,1.0,0.729766,0.014876,0.104192,0.9475,0.2566,0.1907,0.04,0.4,0.0,0.140558,0.740508,0.428766,False
7,8,-19.1622,14.8549,2.72,1.0,0.687688,0.026268,0.134403,0.9412,0.2719,0.2006,0.0,0.4,0.0,0.108741,0.554728,0.364051,False
7,9,-19.1622,14.9026,1.72,1.0,0.680083,0.044302,0.173577,0.9314,0.2939,0.2149,0.0,0.4,0.0,0.117566,0.492021,0.310128,False
7,10,-19.1622,14.9502,0.65,1.0,0.671524,0.064568,0.208229,0.9197,0.3179,0.2305,0.0,0.0,0.3,0.069136,0.282525,0.279816,False
7,11,-19.1622,14.9979,0.44,1.0,0.66979,0.074721,0.223713,0.9138,0.3293,0.2378,0.0,0.0,0.3,0.071351,0.273079,0.269337,False
7,12,-19.1622,15.0455,7.26,1.0,0.70698,0.136776,0.310963,0.8817,0.3844,0.2734,0.0,0.0,0.1,0.027342,0.084173,0.224571,False
7,13,-19.1622,15.0931,5.32,1.0,0.682883,0.281937,0.438782,0.7986,0.4941,0.3438,0.0,0.0,0.0,0.0,0.0,0.19737,False
7,14,-19.1622,15.1408,4.49,1.0,0.665756,0.327697,0.467083,0.7712,0.5233,0.3624,0.0,0.0,0.0,0.0,0.0,0.194501,False
7,15,-19.1622,15.1884,2.32,1.0,0.638032,0.337879,0.464304,0.759,0.5356,0.3702,0.0,0.0,0.0,0.0,0.0,0.198832,False
7,16,-19.1622,15.2361,0.74,1.0,0.613758,0.528542,0.569558,0.6673,0.6148,0.4204,0.0,0.0,0.0,0.0,0.0,0.182836,False
7,17,-19.1622,15.2837,8.44,1.0,0.661445,0.751944,0.705245,0.6108,0.6547,0.4454,0.0,0.0,0.0,0.0,0.0,0.157568,False
7,18,-19.1622,15.3314,0,1.0,0.586053,0.824606,0.695171,0.5678,0.6813,0.4619,0.0,0.0,0.0,0.0,0.0,0.164322,False
7,19,-19.1622,15.379,0,1.0,0.57602,0.837983,0.694762,0.5613,0.6851,0.4643,0.0,0.0,0.0,0.0,0.0,0.165071,False
7,20,-19.1622,15.4266,0,1.0,0.566303,0.90601,0.716293,0.5429,0.6955,0.4707,0.0,0.0,0.0,0.0,0.0,0.162266,False
7,21,-19.1622,15.4743,1.67,1.0,0.572073,0.950271,0.737309,0.5357,0.6994,0.4731,0.0,0.0,0.0,0.0,0.0,0.158658,False
7,22,-19.1622,15.5219,2.41,1.0,0.569448,0.954876,0.737395,0.5339,0.7003,0.4737,0.0,0.0,0.0,0.0,0.0,0.158796,False
7,23,-19.1622,15.5696,3.0,1.0,0.565698,0.934916,0.727241,0.5367,0.6989,0.4728,0.0,0.0,0.0,0.0,0.0,0.160583,False
7,24,-19.1622,15.6172,6.14,1.0,0.58222,0.930035,0.735857,0.5431,0.6953,0.4706,0.0,0.0,0.0,0.0,0.0,0.158287,False
7,25,-19.1622,15.6648,1.55,1.0,0.540713,0.956999,0.719348,0.5239,0.7057,0.477,0.0,0.0,0.0,0.0,0.0,0.163315,False
7,26,-19.1622,15.7125,1.79,1.0,0.539874,0.964301,0.721527,0.5222,0.7066,0.4776,0.0,0.0,0.0,0.0,0.0,0.163009,False
7,27,-19.1622,15.7601,3.04,1.0,0.54776,0.943611,0.718938,0.5289,0.703,0.4754,0.0,0.0,0.0,0.0,0.0,0.162966,False
7,28,-19.1622,15.8078,1.16,1.0,0.528317,0.917093,0.696072,0.5275,0.7038,0.4759,0.0,0.0,0.0,0.0,0.0,0.167971,False
7,29,-19.1622,15.8554,3.27,1.0,0.543875,0.951051,0.719203,0.5261,0.7045,0.4763,0.0,0.0,0.0,0.0,0.0,0.163153,False
7,30,-19.1622,15.903,1.4,1.0,0.524679,0.955418,0.708017,0.5187,0.7084,0.4787,0.0,0.0,0.0,0.0,0.0,0.16615,False
7,31,-19.1622,15.9507,0,1.0,0.508804,0.945958,0.693763,0.5149,0.7104,0.4799,0.0,0.0,0.0,0.0,0.0,0.169584,False
7,32,-19.1622,15.9983,0,1.0,0.505942,0.953755,0.694654,0.5124,0.7116,0.4807,0.0,0.0,0.0,0.0,0.0,0.1696,False
7,33,-19.1622,16.046,0,1.0,0.503099,0.929536,0.683849,0.516,0.7098,0.4795,0.0,0.0,0.0,0.0,0.0,0.17172,False
7,34,-19.1622,16.0936,3.89,1.0,0.534818,0.908243,0.696954,0.5316,0.7016,0.4745,0.0,0.0,0.0,0.0,0.0,0.16741,False
7,35,-19.1622,16.1412,7.26,1.0,0.558335,0.877707,0.700039,0.5462,0.6936,0.4696,0.0,0.0,0.0,0.0,0.0,0.165387,False
7,36,-19.1622,16.1889,14.8,1.0,0.605023,0.820486,0.704566,0.5751,0.677,0.4593,0.0,0.0,0.0,0.0,0.0,0.161576,False
7,37,-19.1622,16.2365,9.35,1.0,0.567771,0.808811,0.677657,0.5654,0.6827,0.4628,0.0,0.0,0.0,0.0,0.0,0.168442,False
7,38,-19.1622,16.2842,6.23,1.0,0.526978,0.77914,0.640772,0.5581,0.6869,0.4654,0.0,0.0,0.0,0.0,0.0,0.178001,False
7,39,-19.1622,16.3318,1.4,1.0,0.46426,0.684081,0.563553,0.5588,0.6866,0.4652,0.0,0.0,0.0,0.0,0.0,0.199707,False
7,40,-19.1622,16.3794,16.58,1.0,0.552859,0.568592,0.56067,0.6312,0.6409,0.4368,0.0,0.0,0.0,0.0,0.0,0.191084,False
7,41,-19.1622,16.4271,10.31,1.0,0.494307,0.433736,0.463032,0.6635,0.6177,0.4222,0.0,0.0,0.1,0.042217,0.087142,0.220649,False
7,42,-19.1622,16.4747,3.85,1.0,0.428323,0.324188,0.372635,0.693,0.5946,0.4076,0.0,0.0,0.3,0.122293,0.279769,0.259519,False
7,43,-19.1622,16.5224,2.62,1.0,0.402005,0.260866,0.323836,0.7226,0.5695,0.3918,0.0,0.4,0.0,0.227818,0.505149,0.283924,False
7,44,-19.1622,16.57,8.53,1.0,0.432112,0.22397,0.311095,0.7626,0.532,0.3679,0.0,0.4,0.0,0.212786,0.495401,0.280405,False
7,45,-19.1622,16.6176,2.03,1.0,0.368316,0.244915,0.300343,0.718,0.5736,0.3944,0.0,0.4,0.0,0.22943,0.53415,0.303815,False
7,46,-19.1622,16.6653,4.37,1.0,0.373857,0.251865,0.306857,0.7155,0.5757,0.3957,0.0,0.4,0.0,0.230288,0.527857,0.29919,False
7,47,-19.1622,16.7129,4.72,1.0,0.364161,0.254368,0.304353,0.7086,0.5816,0.3995,0.0,0.4,0.0,0.232655,0.534399,0.303303,False
7,48,-19.1622,16.7606,8.93,1.0,0.382206,0.247495,0.307562,0.723,0.5692,0.3916,0.0,0.4,0.0,0.227678,0.523014,0.296345,False
7,49,-19.1622,16.8082,12.35,1.0,0.392822,0.244735,0.31006,0.7301,0.5628,0.3875,0.0,0.4,0.0,0.225117,0.51618,0.292116,False
7,50,-19.1622,16.8558,3.6,1.0,0.323246,0.237563,0.277112,0.6988,0.5899,0.4047,0.0,0.4,0.0,0.23595,0.573209,0.330648,False
7,51,-19.1622,16.9035,1.23,1.0,0.301598,0.239731,0.268891,0.6834,0.6024,0.4125,0.0,0.4,0.0,0.240945,0.591828,0.34344,False
7,52,-19.1622,16.9511,2.44,1.0,0.310765,0.228419,0.266429,0.6988,0.5899,0.4047,0.0,0.4,0.0,0.235958,0.587547,0.341344,False
7,53,-19.1622,16.9988,0.81,1.0,0.298359,0.210622,0.250681,0.7066,0.5834,0.4005,0.0,0.4,0.0,0.233344,0.605779,0.355854,False
7,54,-19.1622,17.0464,6.17,1.0,0.337568,0.19039,0.253515,0.7481,0.5462,0.377,0.0,0.4,0.0,0.218463,0.577572,0.337974,False
7,55,-19.1622,17.0941,10.99,1.0,0.369264,0.162456,0.244927,0.789,0.5046,0.3505,0.0,0.4,0.0,0.20182,0.561327,0.330062,False
7,56,-19.1622,17.1417,0.39,1.0,0.295089,0.131063,0.196661,0.7876,0.5061,0.3515,0.0,0.4,0.0,0.202451,0.642795,0.39355,False
8,0,-19.1171,14.4738,0,1.0,0.664432,0.000248,0.01283,0.9544,0.239,0.1792,0.04,0.0,0.0,0.038174,0.948967,0.986709,False
8,1,-19.1171,14.5215,0,1.0,0.664432,0.000445,0.017205,0.9543,0.2392,0.1794,0.04,0.0,0.1,0.056106,0.961654,0.960234,False
8,2,-19.1171,14.5691,9.31,1.0,0.728511,0.000801,0.024163,0.9541,0.2396,0.1796,0.08,0.0,0.0,0.076329,0.957527,0.899612,False
8,3,-19.1171,14.6167,12.56,1.0,0.745478,0.001443,0.032795,0.9538,0.2404,0.1801,0.08,0.0,0.0,0.076306,0.902387,0.816846,False
8,4,-19.1171,14.6644,2.11,1.0,0.681471,0.002599,0.042088,0.9532,0.242,0.1812,0.08,0.0,0.0,0.076256,0.836646,0.735323,False
8,5,-19.1171,14.712,3.69,1.0,0.693139,0.004688,0.057003,0.9522,0.2447,0.1829,0.08,0.0,0.1,0.094466,0.809328,0.628057,False
8,6,-19.1171,14.7597,0,1.0,0.664432,0.008467,0.075003,0.9502,0.25,0.1863,0.08,0.0,0.1,0.094647,0.716887,0.533855,False
8,7,-19.1171,14.8073,5.61,1.0,0.706215,0.015321,0.10402,0.9471,0.2578,0.1914,0.04,0.4,0.0,0.140994,0.742171,0.430318,False
8,8,-19.1171,14.8549,1.03,1.0,0.672971,0.027813,0.136812,0.9401,0.2745,0.2023,0.0,0.4,0.0,0.10979,0.551787,0.360968,False
8,9,-19.1171,14.9026,2.46,1.0,0.684131,0.050652,0.186152,0.928,0.301,0.2194,0.0,0.4,0.0,0.120382,0.476222,0.296956,False
8,10,-19.1171,14.9502,1.35,1.0,0.675537,0.08401,0.238226,0.9088,0.3386,0.2438,0.0,0.0,0.2,0.04876,0.18509,0.259887,False
8,11,-19.1171,14.9979,2.09,1.0,0.681318,0.081615,0.235808,0.9106,0.3353,0.2417,0.0,0.0,0.2,0.048337,0.185341,0.260512,False
8,12,-19.1171,15.0455,4.73,1.0,0.689307,0.107366,0.272044,0.8966,0.3602,0.2578,0.0,0.0,0.2,0.051556,0.172639,0.241483,False
8,13,-19.1171,15.0931,1.44,1.0,0.653063,0.215022,0.374731,0.8292,0.4579,0.3206,0.0,0.0,0.1,0.032064,0.082006,0.215153,False
8,14,-19.1171,15.1408,0,1.0,0.629388,0.281312,0.420778,0.7866,0.5072,0.3522,0.0,0.0,0.0,0.0,0.0,0.208747,False
8,15,-19.1171,15.1884,4.06,1.0,0.651675,0.307628,0.447742,0.778,0.5163,0.358,0.0,0.0,0.0,0.0,0.0,0.20005,False
8,16,-19.1171,15.2361,5.26,1.0,0.650245,0.446862,0.539045,0.7117,0.579,0.3978,0.0,0.0,0.0,0.0,0.0,0.18397,False
8,17,-19.1171,15.2837,0.52,1.0,0.601939,0.647793,0.624446,0.6219,0.6473,0.4407,0.0,0.0,0.0,0.0,0.0,0.174609,False
8,18,-19.1171,15.3314,1.61,1.0,0.60155,0.756178,0.674447,0.5904,0.6677,0.4535,0.0,0.0,0.0,0.0,0.0,0.16649,False
8,19,-19.1171,15.379,7.46,1.0,0.637094,0.801653,0.714653,0.5902,0.6678,0.4536,0.0,0.0,0.0,0.0,0.0,0.157928,False
8,20,-19.1171,15.4266,0.81,1.0,0.575461,0.882777,0.712744,0.5509,0.691,0.468,0.0,0.0,0.0,0.0,0.0,0.162252,False
8,21,-19.1171,15.4743,0,1.0,0.558855,0.932325,0.721828,0.5349,0.6998,0.4734,0.0,0.0,0.0,0.0,0.0,0.161842,False
8,22,-19.1171,15.5219,2.68,1.0,0.573934,0.93821,0.733806,0.5388,0.6977,0.4721,0.0,0.0,0.0,0.0,0.0,0.159084,False
8,23,-19.1171,15.5696,0,1.0,0.541348,0.926117,0.708062,0.5302,0.7024,0.475,0.0,0.0,0.0,0.0,0.0,0.165136,False
8,24,-19.1171,15.6172,1.32,1.0,0.545178,0.92459,0.709977,0.5318,0.7015,0.4744,0.0,0.0,0.0,0.0,0.0,0.164585,False
8,25,-19.1171,15.6648,5.02,1.0,0.572671,0.94844,0.736983,0.5363,0.6991,0.4729,0.0,0.0,0.0,0.0,0.0,0.158673,False
8,26,-19.1171,15.7125,0,1.0,0.526637,0.95543,0.709341,0.5193,0.7081,0.4785,0.0,0.0,0.0,0.0,0.0,0.165809,False
8,27,-19.1171,15.7601,1.21,1.0,0.535193,0.946807,0.711846,0.524,0.7057,0.477,0.0,0.0,0.0,0.0,0.0,0.164879,False
8,28,-19.1171,15.8078,2.99,1.0,0.548151,0.92511,0.71211,0.5327,0.701,0.4741,0.0,0.0,0.0,0.0,0.0,0.164053,False
8,29,-19.1171,15.8554,0,1.0,0.518627,0.925612,0.692854,0.5223,0.7065,0.4775,0.0,0.0,0.0,0.0,0.0,0.169137,False
8,30,-19.1171,15.903,0,1.0,0.515991,0.926951,0.691591,0.5211,0.7071,0.4779,0.0,0.0,0.0,0.0,0.0,0.169524,False
8,31,-19.1171,15.9507,0,1.0,0.513372,0.926992,0.689849,0.5202,0.7076,0.4782,0.0,0.0,0.0,0.0,0.0,0.169996,False
8,32,-19.1171,15.9983,0,1.0,0.510769,0.940355,0.69304,0.5167,0.7094,0.4793,0.0,0.0,0.0,0.0,0.0,0.169592,False
8,33,-19.1171,16.046,0,1.0,0.508182,0.933967,0.688931,0.517,0.7093,0.4792,0.0,0.0,0.0,0.0,0.0,0.170484,False
8,34,-19.1171,16.0936,0,1.0,0.505611,0.939367,0.689169,0.515,0.7103,0.4799,0.0,0.0,0.0,0.0,0.0,0.170601,False
8,35,-19.1171,16.1412,6.8,1.0,0.560429,0.902769,0.711294,0.5415,0.6962,0.4712,0.0,0.0,0.0,0.0,0.0,0.163428,False
8,36,-19.1171,16.1889,7.61,1.0,0.563895,0.908642,0.715806,0.5415,0.6963,0.4712,0.0,0.0,0.0,0.0,0.0,0.162492,False
8,37,-19.1171,16.2365,16.09,1.0,0.615532,0.897416,0.743228,0.5608,0.6854,0.4645,0.0,0.0,0.0,0.0,0.0,0.15523,False
8,38,-19.1171,16.2842,21.08,1.0,0.625226,0.843787,0.726331,0.5761,0.6764,0.4589,0.0,0.0,0.0,0.0,0.0,0.15704,False
8,39,-19.1171,16.3318,13.36,1.0,0.56127,0.765082,0.6553,0.5741,0.6776,0.4596,0.0,0.0,0.0,0.0,0.0,0.172723,False
8,40,-19.1171,16.3794,7.63,1.0,0.502384,0.647343,0.570276,0.5854,0.6708,0.4554,0.0,0.0,0.0,0.0,0.0,0.194393,False
8,41,-19.1171,16.4271,3.02,1.0,0.447345,0.522888,0.483644,0.6051,0.6584,0.4477,0.0,0.0,0.2,0.089536,0.169001,0.222086,False
8,42,-19.1171,16.4747,8.6,1.0,0.473497,0.419511,0.445687,0.6616,0.6191,0.4231,0.0,0.0,0.2,0.084618,0.172925,0.228553,False
8,43,-19.1171,16.5224,7.52,1.0,0.449511,0.359232,0.401844,0.6823,0.6032,0.4131,0.0,0.0,0.2,0.082615,0.185833,0.245616,False
8,44,-19.1171,16.57,0.36,1.0,0.376974,0.350654,0.363575,0.6517,0.6264,0.4277,0.0,0.4,0.0,0.250561,0.498002,0.274638,False
8,45,-19.1171,16.6176,0.97,1.0,0.368786,0.37993,0.374316,0.6309,0.6412,0.4369,0.0,0.4,0.0,0.25647,0.495995,0.272201,False
8,46,-19.1171,16.6653,10.1,1.0,0.424957,0.378479,0.401045,0.6605,0.6199,0.4236,0.0,0.0,0.3,0.127076,0.271569,0.250738,False
8,47,-19.1171,16.7129,3.85,1.0,0.367425,0.383036,0.375149,0.6284,0.6428,0.438,0.0,0.4,0.0,0.257135,0.496122,0.272165,False
8,48,-19.1171,16.7606,1.61,1.0,0.338461,0.374109,0.355839,0.6165,0.6509,0.443,0.0,0.4,0.0,0.260364,0.518905,0.286993,False
8,49,-19.1171,16.8082,3.55,1.0,0.343005,0.370728,0.356597,0.6211,0.6478,0.4411,0.0,0.4,0.0,0.25914,0.516499,0.285578,False
8,50,-19.1171,16.8558,2.56,1.0,0.325434,0.356905,0.340806,0.6181,0.6498,0.4424,0.0,0.4,0.0,0.259938,0.533601,0.297229,False
8,51,-19.1171,16.9035,3.57,1.0,0.329154,0.359953,0.344209,0.6187,0.6495,0.4421,0.0,0.4,0.0,0.259782,0.529858,0.294657,False
8,52,-19.1171,16.9511,2.45,1.0,0.320745,0.343441,0.331899,0.623,0.6466,0.4403,0.0,0.4,0.0,0.258624,0.541239,0.302835,False
8,53,-19.1171,16.9988,1.55,1.0,0.313833,0.32191,0.317846,0.6318,0.6406,0.4365,0.0,0.4,0.0,0.256224,0.553415,0.311951,False
8,54,-19.1171,17.0464,3.89,1.0,0.331518,0.291371,0.310797,0.6632,0.6179,0.4223,0.0,0.4,0.0,0.24716,0.54853,0.310316,False
8,55,-19.1171,17.0941,6.9,1.0,0.35297,0.248645,0.29625,0.707,0.583,0.4003,0.0,0.4,0.0,0.233206,0.54488,0.310644,False
8,56,-19.1171,17.1417,0,1.0,0.301594,0.200017,0.245609,0.7185,0.5731,0.3941,0.0,0.4,0.0,0.229255,0.606791,0.357618,False
9,0,-19.0721,14.4738,0,1.0,0.662762,0.00024,0.012611,0.9544,0.2389,0.1792,0.04,0.0,0.0,0.038174,0.951548,0.987673,False
